"systemLoad","gridTHD_a","gridTHD_b","gridTHD_c","driverFault"
"10","0.78099928519015","0.58617260429245","0.69156471096779","'110'"
"11","0.16521581533402","0.16596427526279","0.16708065487477","'0'"
"11","0.33790000891442","0.31349189003341","0.37875373818272","'1'"
"11","0.33872413829888","0.31444482887358","0.38255165680072","'1'"
"11","0.39596468589779","0.33373538773906","0.56299450814556","'1'"
"11","0.31337316154008","0.38186657419506","0.33546517139257","'10'"
"11","0.35010949559901","0.33516670640564","0.30560506866264","'11'"
"11","0.69281732326145","0.64904605159216","0.39684057540285","'11'"
"11","0.67605948761671","0.64221426885649","0.55462664038151","'11'"
"11","0.3114485194628","0.38028016539407","0.33469996642596","'10'"
"11","0.69223608546597","0.64929788285138","0.39924844818851","'11'"
"11","0.35328922035453","0.33688948319571","0.30272509717242","'11'"
"11","0.67539669721339","0.64138078321803","0.55429307146457","'11'"
"11","0.33303261654039","0.56627992553427","0.3933632469519","'10'"
"11","0.70541942159009","0.70837728976725","0.41885766097747","'11'"
"11","0.70055450142626","0.70712018868623","0.4153398848968","'11'"
"11","0.73369191730667","0.82027900818752","0.57919024167558","'11'"
"11","0.37862050427567","0.34339747182017","0.31645805258882","'100'"
"11","0.37738203097725","0.6001261583997","0.67388933775982","'101'"
"11","0.39549820904662","0.68864473219872","0.64637054996403","'101'"
"11","0.4199067594609","0.70270921667305","0.70838202988391","'101'"
"11","0.33587387488618","0.29839272459756","0.35291646980456","'110'"
"11","0.6331369565435","0.41647402687777","0.67997818717422","'110'"
"11","0.64230165390036","0.5546182907621","0.67839690041637","'110'"
"11","0.38077108028625","0.33775131362836","0.31420539573055","'100'"
"11","0.39438225818467","0.68671218497739","0.64517572688767","'101'"
"11","0.30383750118934","0.35170272709194","0.33707259122705","'101'"
"11","0.4186605012521","0.70148896859137","0.70719958773807","'101'"
"11","0.64717966236917","0.39599411465336","0.68754022830556","'110'"
"11","0.33950003857444","0.30254804706279","0.35401741521237","'110'"
"11","0.64426403213487","0.54938557152268","0.67819790296283","'110'"
"11","0.54778431293588","0.39609806065898","0.33555664172716","'100'"
"11","0.55364428512286","0.67729902122196","0.64321865036269","'101'"
"11","0.55480193625256","0.67710615005184","0.64309955580655","'101'"
"11","0.58170884281881","0.73378465693624","0.8184025939544","'101'"
"11","0.71146524867848","0.42307482780529","0.70688389899699","'110'"
"11","0.70616721316995","0.41968152476246","0.70201987572037","'110'"
"11","0.82116880904458","0.57239719485729","0.73227897490113","'110'"
"12","0.18539177114269","0.17809341279475","0.18263883869485","'0'"
"12","0.3421536549807","0.31723809067898","0.38529520165372","'1'"
"12","0.33645147772706","0.31899300716899","0.38697564418774","'1'"
"12","0.3778086069482","0.3290678861541","0.50786380703491","'1'"
"12","0.32211918220621","0.38632665517163","0.33451601986581","'10'"
"12","1.105312353786","1.2569895320193","1.7027801198621","'11'"
"12","0.74246954075331","0.68343267856389","0.39317045738389","'11'"
"12","0.71017813373067","0.67199594257456","0.54615655101318","'11'"
"12","0.32490529999941","0.38247815598941","0.33331261097157","'10'"
"12","0.77878039147237","1.6807441886859","0.63505732468507","'11'"
"12","0.36055655070715","0.34179598917203","0.30415147088196","'11'"
"12","0.70878830087062","0.66959731184485","0.54727567642713","'11'"
"12","0.33205913772402","0.50553151572857","0.37727162751021","'10'"
"12","0.74837662791444","0.72810825188987","0.43262533796911","'11'"
"12","0.74430311773923","0.72579846103307","0.43416332544551","'11'"
"12","0.77741806993153","0.85287198531482","0.59389149900151","'11'"
"12","0.38356833649557","0.33900084075036","0.32377292125134","'100'"
"12","0.29927982999973","0.35248446935499","0.34310743164513","'101'"
"12","0.38921817954027","0.73660575355244","0.68623802754898","'101'"
"12","0.43371957833452","0.74757469332455","0.72621949207161","'101'"
"12","0.33672653483077","0.30663986970825","0.35072610033837","'110'"
"12","0.68434147415672","0.39573826805187","0.74145916348525","'110'"
"12","0.67386187071526","0.54924347269106","0.71268572047879","'110'"
"12","0.38255916821751","0.34106682845437","0.31925718638803","'100'"
"12","0.39202233882529","0.73839502433211","0.68569027260842","'101'"
"12","0.29754204586137","0.35042129978287","0.3399878874667","'101'"
"12","0.4289274924758","0.74639336569521","0.72767177563901","'101'"
"12","0.6855780540305","0.39086760933204","0.74061599321381","'110'"
"12","0.33610005559816","0.30277081775004","0.35411393439876","'110'"
"12","0.6753510477744","0.54931123053344","0.71381747098531","'110'"
"12","0.50740586327336","0.36798092664821","0.32736659358137","'100'"
"12","0.54552175743484","0.71239931010232","0.67303358812813","'101'"
"12","0.54909096800239","0.71398358611856","0.67684364353427","'101'"
"12","0.59129448587294","0.77551041039179","0.85204843590745","'101'"
"12","0.72684067804858","0.43489093207747","0.74727539210077","'110'"
"12","0.72991983502891","0.42785741848171","0.74566915650237","'110'"
"12","0.85152928265833","0.5936500805892","0.77564080796303","'110'"
